Text	Class	NACE
merx is canada s source of business opportunities find thousands of new bids tenders in one place	0.0	4
qsa consulting services offers strategy management steering for public and private activities in need of competences within purchases sustainability and fastighetsf rvaltning	0.0	7
the company s principal activities the company s principal activities consist in consultancy regarding implementation and cloud service in process automation and robotics as well as related business	0.0	6
the purpose of the company is to conduct development activities including the sale of computer systems project management and consultancy and related activities	0.0	6
we deliver it experts such as software developers it project managers and it infrastructure consultants get a free offer for a contractor today	0.0	7
centrica is an international energy services and solutions company parent company of british gas centrica hive bord gais centrica business solutions centrica storage	0.0	3
ds smith is an international packaging company offering sustainable plastic free packaging integrated recycling services and sustainable paper products	0.0	4
the company is a supplier of network solutions and related services on the danish greenlandic icelandic and african markets in addition the company includes a research and development division in the development of network solutions	0.0	6
mercell s market leading e tender system and tender alert gives you all global tenders ted tenders and online tenders see how mercell can help you win tenders	1.0	7
cloudia is a global provider of eprocurement solutions offering a complete suite of source to contract services for sourcing contracting supplier management	1.0	6
eu supply provides services and technology solutions for tender management procurement sourcing and other supply chain activities in the construction telecom and the public sector	0.0	6
the company s main activities are the provision of information and related advice	1.0	8
leanlinking provides the most efficient and easy to integrate vendor management software manage suppliers in one srm program	0.0	6
the market s most advanced financial and human resources management and information management solutions	0.0	8
company should conduct service activities in form of anbudsskrivning for company as well as thereby compatible activities as well as consultation and education within procurement marketing sales organisational issues as well as legal counseling	0.0	7
company purpose is to drive company through sale of consulting services and thus after management s estimates related company	0.0	8
sourcian partner is specialized purchases and logistics we started in purpose to help company to create commercial solutions as lifts profitability our vision is to be sweden obvious partner within purchases and logistics	0.0	7
the company s main activities as in previous years have consisted of the sale and service of computer solutions	1.0	6
aroundit provides services within it sourcing it quality assurance compliance it project management	0.0	6
socab is a consulting firm niched within purchases and procurement with focus on to find right person for right mission take contact so tells we more	0.0	7
a spend management solution helping you unlock the full power of strategic procurement	1.0	6
when front is usual higher j rjestelm hankinta is available good be neutral partner that is already was there there done done that s it	0.0	7
a is a nordic consultancy company established in we have employees in our offices in oslo fredericia and copenhagen a became part of the first chair group fcg in at a we focus on management consultancy services for public and private customers	0.0	7
learnpoint oy is finland s leading independent consultancy firm focused on ict procurement and solutions development	0.0	7
the company shall conduct operations in the fields of securities and immovable property by owning and managing such property performing consultancy services in the field of business development and carrying out compatible activities	1.0	4
construction analysis is norway s leading business environment in urban economy and we contribute to improving projects through our services	0.0	7
the main activity as in previous years has been to provide advice in relation to change processes in the public and private sectors and investment in securities etc	0.0	7
soulcore is company that challenge ictmarkkinan in a new way mode of operation deliver unique customised business solutions tuotemaisella efficiency modeling and automate based on sovellustuotantomallimme allows solutions receiving production fast l pimenoajoilla	0.0	6
the company will conduct software production consulting services and training in data in particular application development client server system development web systems and thus compatible operations	1.0	5
vesterholm is an independent service provider specializing in project development and execution services vesterholm has operated in the nordic countries for more than years and can demonstrate a track record supporting projects with substantial business impact in the region	0.0	7
company shall conduct consulting activities within information technology management decision support financial control marketing and sales as well as conduct trade with securities and take place entire or parts of company with same business direction	0.0	7
business review the object of the company is to do business with activities in the field of investments and management of investment funds	0.0	6
dag andreasson at acomms experienced consultant in sales management and business development energy transmission knowledge of high voltage substations hvdc and facts access to a wide network of partners and suppliers accross sweden	1.0	7
consulting services there gives results services focused competences increases value no can everything and it is therefore often a advantage to focus its knowledge and effort on a	0.0	7
zian is a complete supplier within strategically purchases and public procurement	0.0	7
we manufacture hole boards for the needs of several industrial sectors and design and manufacture machines and storage silos under the sami brand	0.0	2
the best advice provides results you can act on our three companies specialize in different areas strategy benchmarking and research	0.0	7
engineering works metsi group is an international engineering workshop having factories in finland estonia and ukraine	0.0	2
ework group is a market leading independent consultant supplier in northern europe with focus on it telecoms technology and business deve hellip	0.0	7
secunia is a global player within the it security ecosystem in the niche of vulnerability management	0.0	6
company shall conduct system development turnkey contract within adb such as consultation sales and installation service agency activities trade with fixed and loose property such as value pap per metals and art and thereby compatible activities	0.0	5
company should conduct consultancy within procurement recruitment and coaching for so well private as public sector as well as non profit organisations as well as thereby compatible activities	0.0	7
the main activity of the company is to act as a holding company through participation in other companies and the purchase and sale of securities	0.0	6
the company develops produces and sell software solutions to entities and delivers consultancy services to service organizations and other activities connected hereto	0.0	6
xeneta is the leading ocean and air freight rate benchmarking and market analytics platform transforming the shipping and logistics industry	1.0	5
mnemonic helps businesses manage their security risks protect their data and defend against cyber threats	0.0	6
we deliver sap business one erp solutions for small and medium sized enterprises dozens of successful projects guarantee that you can trust our expertise our solutions are based on a profound understanding of your business we believe that it systems are a means to solve business problems everything we	1.0	6
as in previous years the main activity has consisted of software sales and support	0.0	6
we digitize and connect everything that happens between a buyer and a seller anywhere in the world	1.0	5
sap is one of the leading producers of software for the management of business processes developing solutions that facilitate effective data processing and information flow across organizations	0.0	5
targit provides bi and analytics software for companies	0.0	5
doublecheck is a leading marknadskonsult on the public market with knowledge experience and solutions affect we the public market	0.0	7
we work with you and harness the power of our ecosystem to deliver solutions and expertise to optimize engineering operations and performance	0.0	5
the main activities of the company is to own shares in capdesk aps	1.0	6
real estate software to transform the way communities live work play real estate management software for owners operators investors	0.0	2
we are the leading driver of the modern digital organization in the nordic countries our objective is to help our customers digitalize their business promote a collaborative way of working and develop business processes using secure cloud services	0.0	6
productiv s automated workflows and deep analytics enable smarter renewal decisions more intelligent license allocations and stronger application adoption	0.0	4
makes it easily to buy and sell create connection to pageros global network for to digitize and automate your economic processes	0.0	6
the companys main activity is production of agarose primarily to the life science and health care markets	0.0	2
freyr battery norway freyr is a norwegian incorporated company developing a lithium ion battery facility	0.0	7
aes is climate transition ready aes announces goal to reduce its carbon intensity by percent by the company also published the aes climate scenario report fulfilling its april commitment to adopt the recommendations of the taskforce on climate related financial disclosures read more	0.0	6
the company will sell and develop products for the purification of compressed air compressed gases and liquids and agency operations in the field of high pressure technology consulting in the areas of management marketing quality systems and welding skills and thus compatible operations	0.0	4
statkraft is europe s largest generator of renewable energy we produce hydropower wind power and solar power and are a global company in energy market operations	1.0	3
the company shall directly or indirectly own and manage movable and immovable property and carry out its activities in a compatible manner and provide services to the other companies in the group primarily in terms of administration governance legal advice and marketing and conduct compatible activities	1.0	7
candela c range speed silence candela c is the first all electric speedboat created for long range trips without polluting our seas by combining an advanced flight control system with	1.0	3
the company will conduct trade manufacturing and consulting activities in the field of process automation and data and conduct compatible operations	1.0	6
through digital platforms and innovative solutions we deliver services critical to society for a cleaner better and more profitable future	1.0	6
arkwright is a management consulting firm offering strategic advisory services to private corporations organisations and startup companies	0.0	7
at milarex food safety is our culture we believe that food safety is a choice you make for us food safety is more than food safety management standards all our consumers deserve a healthy tasty and safe food experience food safety are by many seen as a part of compliance in milarex we think differently read more	1.0	7
hexagon is driving energy transformation as we deliver the power of clean alternatives with natural gas renewable natural gas propane and hydrogen	1.0	7
kryptovault offers unique and bespoke datacentre services for clients requiring safe reliable and cost effective operating conditions and with guaranteed proof of origin of the electrical power on request we design and build the datacentre based on clients needs at a reasonable cost	1.0	6
fev is an int recognized leader in design and development of advanced gasoline diesel and hybrid powertrains and vehicle systems	1.0	7
alelion is a power solution provider that helps you succeed with your electrification	1.0	2
ird fuel cells a s develops produces and sells tailor made fuel cell and flow battery components	1.0	7
we are dedicated to revolutionizing the way we treat water by harnessing nature s own method of treating water	1.0	7
we create value for our customers by delivering outstanding environmental technology solutions and services read more	1.0	7
we develop and manufacture nilar hydride energy storage solutions that support the transition from fossil fuels to renewable energy	1.0	7
siemens gamesa is a leader in the renewable energy industry working to provide the world s best offshore and onshore wind turbines and services	1.0	3
production line for commercial production of the absolicon t solar collector solar energy solutions with heat up to c for the industry	1.0	2
polarium s modular energy storage solutions are based on lithium technology and optimized for telecom commercial and industrial markets	1.0	2
founded in greenhydrogen is the world s first company to have commercialized a platform for producing green hydrogen at cost parity with brown grey and blue	1.0	7
iwmac gets you a complete overview of all technical equipment for refrigeration buildings and industry ready to do yourself and the environment a favour	1.0	7
the norwegian recycling consernet is the largest and most complete provider of waste services and recycling services for norwegian companies	1.0	7
company purpose is to develop commercialize produce and sell superkapacitatorer to stationary and mobile uses	1.0	7
as in previous years seaborg apsas in previous years the main activity has been the development and sale of nuclear technologies and related business	1.0	7
aquagreen aps develops manufactures and sells solutions for the conversion of biomass to biocoke and activated coal based on patented steam drying and pyrolysis technology	1.0	7
cool sea has developed a marine air conditioning technology that recycles thermal waste energy and utilizes it for heat powered cooling	1.0	7
greenmobility is your key to hundreds of electric cars all over the city unlock the car in the app and run from kr min park in public parking spaces	1.0	8
the purpose of the company is to hold shares in other companies and other undertakings which at the discretion of the management are related to them	1.0	3
in the financial year the company s activity has consisted of trading probiotics cosmetics food supplement and general food	1.0	4
wave energy made simple the resen waves smart power buoy is the first in the world to harness the constant movement of waves to power auvs and instruments in the sea with clean renewable continuous energy whilst facilitating real time uninterrupted data communications we can reduce	1.0	3
nel is a global dedicated hydrogen company delivering optimal solutions to produce store and distribute hydrogen from renewable energy	1.0	7
company purpose is research development trade and industry	1.0	3
the company shall directly or indirectly own and manage shares and interests in subsidiaries and provide administrative services for these companies as well as carrying out activities which are compatible with that purpose	1.0	7
elcogen is the world s most advanced manufacturer of ceramic anode supported solid oxide cells and stacks	1.0	2
nerve smart systems develops and markets our revolutionizing technology the nerve switch the nerve switch technology functions as a highly capable battery management system bms that allows controlled and optimized battery cell management	1.0	2
the share company shall carry out the development and sale of marine energy systems consultancy activities in the same areas and own and manage securities and thus compatible operations	1.0	2
aw energy is a pioneer in the green economy and is the global leader in wave energy technology its flagship product waveroller is a submerged wave energy converter based on a hinged panel that is attached to the sea bed in the near shore area	1.0	7
energy office sydost works with energy efficiency renewable energy sources and sustainable transport we are a project organization without profit interests that works for a sustainable energy system in collaboration with private actors and public organisations	1.0	7
we use technology to turn buildings into energy producers instead of users	1.0	7
the company shall conduct consultancy and construction activities in the fields of environmental protection water and sewage engineering land street rail and technical supply systems and conduct compatible operations	1.0	7
through our businesses we create sustainable values for our customers employees and owners which makes it attractive to be a part of the eagle group	1.0	7
scanarc plasma technologies ab we develop metallurgical processes based on plasma technology to extract valuable metals from industrial residual products	1.0	7
our smart energy solutions in energy industry fastness and electricity automation increase efficiency reduce costs and reduce environmental impact	1.0	7
stronger than ever we are your global expert in hydraulic solutions for industrial marine mobile and energy applications	1.0	4
corpower ocean is a leading wave energy technology developer utilising forty years of ocean energy research to bring a new class of high efficiency wave energy converters to market enabling robust and cost effective harvesting of electricity from ocean waves	1.0	3
techouse is norwegian company with more than years experience in offshore oil gas industry we design engineer and manufacture complete customized process packages insuring optimized design in terms of weight footprint and energy savings with priority focus on hse	1.0	7
the company s activities consist of the sale and installation of electrical installations in addition the company has a physical store where there is data trade in appliances and electrical goods	0.0	4
the company shall manufacture and sell ozone generators and undertake compatible operations	1.0	2
the company shall conduct operations with the development manufacture and sale of electronic products in the fields of electrical energy and electrical measuring technology and conduct consultancy activities in the above areas as well as conducting other activities that are compatible with this	1.0	4
the principal activities comprise administrative support to the stiesdal subsidiaries as well as consultancy services within the wind turbine industry secondary the company are also a holding company	1.0	7
the company will conduct network operations with the distribution of electrical energy and conduct compatible operations	1.0	3
the company shall carry out technical assignments and conduct testing and research activities in the marine area and undertake other activities that are compatible with it	0.0	7
sesol is one of sweden s fastest growing pv companies we are a secure and experienced global partner that leads to the transition to sustainable electricity production	1.0	4
manufacturer of fans heaters compressors blowers and steam turbines new equipment sales engineering and lifetime services	1.0	6
energy gas sweden is the industry organisation for operators in biogas vehicle gas lpg natural gas and hydrogen	0.0	9
company shall conduct consultancy within development and sales of catalysts for industrial and thereby compatible activities	1.0	7
rabbalshede kraft publishes its annual report for today wednesday april rabbalshede kraft publishes its annual report for the financial year on the company s website	1.0	3
prototech awarded contract to supply mw zero emission ammonia fuel cell module shipfc consortium project gets m fund injection to deliver world s first high power fuel cell to be powered by gr	0.0	7
ltech a s is a modern company that performs cts and electrical installations	1.0	4
buy and rent bt pallet trucks and toyota forklifts with good quality and service explore our wide selection of hand pallet trucks forklifts rental and services	0.0	6
asset buyout partners is an industrial real estate company with a dedicated investment strategy aimed towards real estate and infrastructure assets located in norwegian oil and gas clusters	0.0	7
electrical power solutions with minimal environmental impact hydrogen fuel cell stacks amp systems for transportation stationary applications	1.0	7
all in terms of valves for the heavy process industry new construction upgrading of existing plant	0.0	4
h me is a flagship project giving fuel cell electric vehicle fcev drivers access to the first truly pan european network of hydrogen refuelling stations	1.0	3
technology consultants skellefte lule relitor is specialized industriteknikkonsulter with creative heavy competence within mechanical engineering and energy process	0.0	7
from advanced metering technology to renewables we have the services and technology to bring your grid into the modern digital age	0.0	4
we offer knowledge components and system solutions for your process facility and we help your process industry throughout the process	0.0	4
the viessmann group is one of the leading international manufacturers of heating and cooling systems offering global heating solutions we supply high quality and energy efficient ground heat pumps air water heat pumps water supplies solar systems medium and large oil gas boilers	0.0	4
nsk ship design as is an independent international ship design business located in harstad norway and arkhangelsk russia	0.0	7
do you have business production or other business in rsted we have the right product for you with an easy overview of your bills and consumption go to business disclaimer privacy policy cookie policy rsted technician city	1.0	3
the company s activities comprise it consulting services within it security solutions including the sale of hardware in connection with this	0.0	6
as a cloud computing services pioneer we deliver proven multicloud solutions across your apps data and security maximize the benefits of modern cloud	0.0	7
increase operational efficiency while transforming how products are created and serviced learn how ptc is changing the game in digital transformation	1.0	6
digital ai brings together agile methodology devops application security into one intelligent value stream mapping software platform	1.0	7
tata consultancy services is a global leader in it services consulting business solutions with a large network of innovation delivery centers know more	1.0	6
easily feed aims any performance data and let the aims ai engine do the work install in hours and experience the ai delivering dependency topology from day and anomalies from day integrate with your itsm tool of choice or your auto healing run books or scripts	1.0	6
a digital product engineering leader nagarro drives technology led business breakthroughs for industry leaders and challengers through agility and innovation	1.0	4
pedab turns ideas into intelligent it solutions that secure digitize and ai enable businesses	0.0	4
the company shall conduct consulting activities in it and management and thus compatible operations	1.0	6
the company s purpose is to develop and sell software and related business	1.0	5
monitor optimize and scale every app in any cloud advanced cloud observability from the market leader sign up for your free trial	1.0	5
detego is a global provider of end to end rfid software for retailers including real time inventory management analytics and consumer engagement solutions	1.0	7
veeam software is the leader in cloud data management providing a simple flexible and reliable backup recovery solution for all organizations from smb to enterprise	0.0	5
company purpose is to drive it consultant company and thus related company	0.0	6
we are experts in cyber security and cloud solutions we offer state of the art solutions for siem and edr as well as monitoring systems based on elastic search our cloud solutions are bespoke for our customers and use the latest microsoft azure technologies	1.0	6
mnemonic helps businesses manage their security risks protect their data and defend against cyber threats	0.0	6
as in previous years the main activity has consisted of software sales and support	1.0	6
sap is one of the leading producers of software for the management of business processes developing solutions that facilitate effective data processing and information flow across organizations	1.0	5
sales support is the leading nordic field sales company we are dedicated to representing the principal s products and brands in the most professional way	1.0	4
we work with you and harness the power of our ecosystem to deliver solutions and expertise to optimize engineering operations and performance	1.0	5
productiv s automated workflows and deep analytics enable smarter renewal decisions more intelligent license allocations and stronger application adoption	1.0	4
jxp cloud is a no code computing platform with all the tools to help you build operate and scale software solutions	1.0	6
what is vmware horizon apps horizon apps is part of the vmware horizon family of desktop and application virtualization solutions that gives end users quick and easy access to all of their published apps saas apps and mobile apps through a single secure unified workspace	1.0	6
clerk io powers personalization and relevance for stores worldwide to grow sales across site search product recommendations emails social media ads	1.0	6
your software sales automated pilvi is the e commerce platform for online saas sales automation pilvi developer	1.0	6
smartly io automates every step of social advertising to unlock greater performance and creativity on facebook instagram and pinterest	1.0	6
omada is a market leading provider of innovative solutions and services for identity management and access governance	1.0	6
snow software brings together software saas and cloud management empowering it leaders to optimize all their technology in a single platform	1.0	6
security keys from yubikey fido feitian nitrokey and hypr protects your password login with passwordless security key authentication to prevent your accounts against phishing and password theft account been hacked ciptor com sells usb securitykeys	0.0	6
simplify it management and spend less time on it administration and more time on it innovation it s time to rethink systems and information management	1.0	7
valtti is a strongly growing partner offering a full range of services to support the development of a secure and productive digital working environment and working methods	0.0	6
run any app on any cloud on any device with a digital foundation built on vmware solutions for modern apps multi cloud digital workspace security networking	1.0	7
create and optimize digital experiences on every touch point to unlock your digital potential	1.0	6
micropartner is certified microsoft partner with focus on dynamics crm business central erp must we help you with your crmerpprojekt	0.0	6
keylane is the leading european supplier of robust highly configurable and customer centric saas platforms to the insurance and pension industry	1.0	6
forget huge active directory costs and tedious password lists use secure access in safewhere and seamlessly login to over apps create your free trial today	0.0	6
run transform with micro focus accelerate application delivery simplify it transformation strengthen cyber resilience and analyze in time to act	0.0	6
knowledge management simplified securely store and share all your market research and insights across your organisation	1.0	6
company purpose is to deliver ict consulting services and ict courses as well as thus related company	0.0	6
the global leader in identities payments and data protection	1.0	6
multicom is finnish cutting edge ensuring and pitk aikaistallennuksen expert and service company	0.0	6
gridheart is a value add cloud distributor with a leading microsoft csp integration gridheart brings together a best of breed marketplace cloud services and specialists we make it simple to buy and sell cloud services	0.0	6
jamf pro is comprehensive enterprise management software for the apple platform simplifying it management for mac ipad iphone and apple tv	0.0	6
secure business cloud backup disaster recovery solutions from keepitsafe fully managed with support customer service to help keep your critical data safe	0.0	9
the company s main activity is sales and marketing of products and services regarding it security within vulnerability management wireless threat detection cloud security assessment and application security testing as well as related activities for further information visit www outpost com	1.0	6
thank you for visiting us we at winvest are committed professionals who listen to our customers and help them in their digital transformation journey through our solutions and services as a true partner with trust and reliability	1.0	6
the company s main activity comprises sale and distribution of computer development software and related support training and consultancy services	1.0	6
rescale is a high performance computing cloud simulation platform that helps engineers and scientists build compute analyze and scale simulations with high performance computing and automations	1.0	7
am partner provides innovative and effective management technology solutions tailored to our customers needs companies best choice to simplify their company management and increase their productivity we provide local support and management that allows our customers to enjoy consistency in service	0.0	7
precisely is a digital contracting platform that makes contract management simple with contract automation templates archiving and more	1.0	5
the company s main activities are to develop and market middleware daas and saas software services for supply chain freight visibility	1.0	6
vartas is microsoft technologies expert years experience we focus on companies targeted targets services and business digitalisoimiseen	0.0	6
the company s objective is to provide sales and marketing support services	1.0	6
nxme engineering nxme is an agile partner to turn your business challenges and opportunities into secure web services and mobile apps our range of software development services start from helping you to clarify your idea and technology strategy to practical implementation development and operations	0.0	6
company purpose is to drive company with sale and delivery of business intelligence services and machine learning services as well as software products and second company there after management s estimates is connected hereby	0.0	6
provides services for a company specialising in wind power	1.0	3
the principal activities of the company comprise of development utilization and sale of offshore technology and other related activities which according to the board s discretion are deemed relevant for the purpose	1.0	7
we specialise in oil gas offshore wind and power generation we provide the global energy sector with project engineering solutions and competences	0.0	9
statkraft is europe s largest generator of renewable energy we produce hydropower wind power and solar power and are a global company in energy market operations	1.0	3
the object of the company s operations is to develop own and operate energy facilities conduct electricity trade energy development work and thus compatible operations	1.0	3
to accelerate the transition to a decarbonized future northvolt is supplying sustainable li ion cells and systems by building europe s largest battery factory	1.0	7
siemens gamesa is a leader in the renewable energy industry working to provide the world s best offshore and onshore wind turbines and services	1.0	3
the company shall conduct advisory activities on the sale of shares acquisition of capital loan financing in infrastructure and energy and thus compatible operations	1.0	7
the group s activities comprise of consulting engineering manufacturing and trading activi ties	1.0	6
company purpose is consultancy as well as second company there after the estimates is connected thus	0.0	7
the company shall directly or indirectly carry out project development construction production financing sale leasing leasing management operation and service of energy installations and development production distribution consultation sale trade and management of energy and related activities	1.0	7
the company shall carry out construction activities in the energy power heat and process industries and thus compatible operations	0.0	4
azelio is a swedish company in the game of changing the future of solar energy a swedish stirling manufacturer already a leading supplier of stirling engine based renewable energy solutions we now put an even greater focus on distributed and dispatchable solar electricity	1.0	2
we specialise in energy infrastructure investments and are among the largest fund managers globally within renewables	1.0	6
the principal activities comprise administrative support to the stiesdal subsidiaries as well as consultancy services within the wind turbine industry secondary the company are also a holding company	1.0	7
we energize society siemens energy is committed to make sustainable reliable and affordable energy possible with innovative technologies and clear focus on our customers needs	1.0	4
grundfos has a global presence and is a full range supplier within pumps for heating air conditioning irrigation industry groundwater boosting and water treatment	1.0	2
the world s most sustainable energy company providing global green energy solutions including offshore and onshore wind solar and storage learn more	1.0	3
rsted develops builds and operates offshore and onshore wind farms as well as bioenergy solar cell and energy storage facilities and delivers energy products to its customers	1.0	4
we provide companies with significant energy savings with attractive long term renewable energy purchase agreements	1.0	7
the purpose of the company is to salvage tow and crane service and any activity related to it at the discretion of the board of directors	0.0	5
obtaining potable fresh water and food with help of renewable energy	1.0	7
enordic is the first sustainable energy platform in the nordics investing and consolidating opportunities in renewable energy	0.0	7
danish sun energy the growth in pv solar shipments continues to rise with more than through to according to greentech media investment in pv solar technology is now very mature ihs estimates global shipments of pv solar plants has exceeded gw for	1.0	7
the fund shall promote innovation develop knowledge and establish test and validation facilities for the benefit of the renewable offshore energy sector of all types	1.0	7
global maritime s services span the entire offshore project lifecycle from engineering design construction and third party verification through to marine warranty surveying dynamic positioning installation risk management and decommissioning	1.0	7
the company will operate wind turbines and conduct compatible operations	1.0	3
the company shall directly or through subsidiaries carry out project development in the renewable energy industry including management operation and sale of wind power plants and conduct compatible operations	1.0	7
stokholm engineering is a danish based manufacturer of hv components	0.0	7
oil is a global family business in environmental and energy technology we specialize in environmental technology especially in product development	0.0	2
rainpower is an experienced project organisation based on norwegian technology	1.0	7
in january reconstituted firm to matsm energy ab called mm energy mm energy offers services within process industry and energy industry cogeneration with steam turbines is what we working most with and have therefore prolonged experience from activities within this area	1.0	7
aqualisbraemar formerly aqualisbraemar and braemar technical services is a globally focused consultancy to the energy marine and insurance sectors	1.0	7
as a full service service provider for renewable energies we develop innovative solutions that secure the quality of life of tomorrow learn more now	1.0	4
complete bioenergy plants production montage installation and deployment we tailor biofuel based system solutions	1.0	2
spica technology is an international engineering company dedicated to the wind turbine industry	1.0	2
we deliver complete solutions of multifuel burners for wood powder dust oil and gas world wide contact us for more information	1.0	7
danske commodities is a leading energy trading house we trade power and gas across borders while also offering energy related services we ensure that energy markets stay competitive efficient and balanced	0.0	3
semco maritime is an international engineering and contracting business undertaking and solving assignments across the value chain of the global energy sector the company also helps its customers to seize opportunities in the green transition and to ensure responsible fossil fuel extraction processes	0.0	7
the purpose of the company is to carry out transport installation assembly and service relating to offshore wind turbines and foundations as well as all activities which at the discretion of the board of directors are related thereto	1.0	2
the objective of the company is to provide management engineering and procurement services to offshore wind investment projects and any other related business hereto as determined by the board of directors	1.0	7
fred olsen renewables is a developer owner and operator in renewable energy with a history dating back to the mid s we operate wind farms in the uk and scandinavia	1.0	7
the company s main activities are consulting engineering manufacturing and trading activities	1.0	7
ljungbyholm vindparken ljungbyholm located approximately miles west if kalmar in kalmar municipality plant will to consist of wind turbines with a total height if metres from mark to rotorns highest paragraph	1.0	3
rsted services a s aims to run a business within the energy sector and related activities rsted services a s activities in have primarily been delivery of services to other companies within the rsted group	1.0	7
ziton contractors provide services that complement ziton a s core business in jack up activities such as technicians yoke operators and lifting equipment	1.0	3
company purpose is energy optimisation as well as activities in mapping thereto	1.0	7
the company s operations shall be to own and manage wind power plants built in oxhult the k phult area of laholm municipality and sell electricity and electricity certificates and thus compatible operations	1.0	3
the company ensures efficient transport of electricity as well as maintaining re enhancing and developing the danish electricity network and international connections	1.0	3
equinor danmark a s primary purpose is to conduct business in the energy sector and related activities equinor danmark a s is the owner of the subsidiary equinor refining denmark a s	1.0	6
generate store reuse your own energy with an integrated system we envision a future in which buildings accelerate the world s transition to sustainable energy by turning every building into a high performance energy machine we can achieve it	0.0	7
heatex specializes in plate and rotary heat exchangers used in ventilation and thermal management applications worldwide	0.0	4
small wind turbine manufacturer with years of experience located in the most windy area of denmark reliability is important therefore our turbines are designed for the worse weather conditions	1.0	2
the group s activities are to cover the full value chain within scada supervisory control and data acquisition for renewable energy companies i e hardware solutions software solutions installation and commissioning consulting and value adding services	1.0	6
proven expertise in power electronics and embedded development we offer custom solutions for complex problems across all project phases	1.0	7
the company shall directly or indirectly carry out project development construction production financing sale leasing leasing management operation and service of energy installations and development production distribution consultation sale trade and management of energy and related activities	1.0	7
the company s activities consist in the development and sale of software and solutions to industry	1.0	6
the principal activities comprise administrative support to the stiesdal subsidiaries as well as consultancy services within the wind turbine industry secondary the company are also a holding company	1.0	7
manufacturer of fans heaters compressors blowers and steam turbines new equipment sales engineering and lifetime services	0.0	6
we energize society siemens energy is committed to make sustainable reliable and affordable energy possible with innovative technologies and clear focus on our customers needs	1.0	4
the purpose of the company is to salvage tow and crane service and any activity related to it at the discretion of the board of directors	0.0	5
spica technology is an international engineering company dedicated to the wind turbine industry	1.0	2
orbital develops and produces wind turbine control systems of high performance and stability our product assortment offers cost efficient control systems and accessories but at low cost for a wide range of different wind turbines automation orbital technology is used for various industrial applications	1.0	2
with installed solutions and years of controller expertise nwt offers you leading edge wind turbine retrofit solutions	1.0	2
svendborg brakes is a global leading expert in industrial braking solutions within wind mining oil gas cranes and marine	0.0	2
enmac the best possible overall design per customer requires bold innovations from the engineering office design services system deliveries machinery and security structures for the technology industry read more	0.0	7
the main activity of connected wind services danmark a s is manufacturer independent servicing and maintenance of wind turbines and wind farms execution of service projects and sale of spare parts and main components for wind turbines	0.0	2
company purpose is energy optimisation as well as activities in mapping thereto	1.0	7
finetune helps leading wind industry players get the most out of their assets through ai based solutions for performance and maintenance optimization	1.0	6
safe and stable blade platforms easy access to leading edge of the blade universal wind turbine blade access platforms lease or buy operator training service	1.0	2
fairwind a s s principal activities are technical installation of wind turbines and other related services	0.0	2
the power curve solution makes blade enhancement add ons available to the global wind industry market both for retrofits and oems	1.0	4
kk wind solutions is a leading partner in electro mechanical systems we help our customers bring down costs and optimise wind turbine performance	1.0	6
catonets is a young nordjysk company with address on harbour in skagen we is a serious and professional collaborator for producers and owners of wind turbines in whole world our safety net becomes special created to each single type m llet rn and is thus usable on all types m whatever product	1.0	2
the company s activities are to develop license sell distribute and service products and services to the radar market and to operate directly or indirectly other activities which at the discretion of the management committee are related to them	0.0	2
company purpose is is to drive company with development marketing and sale of instruments and services within meteorology and wind energy as well as second hereby related company	1.0	2
romo wind is the leading technology company offering the patented ispin technology that allows you to extract the full value of wind power through optimisation and turbine lifetime extension	1.0	7
wicetec ice prevention system keeps wind turbines running through the winter we supply blade heating solutions for new turbines and as a retrofit	1.0	4
d velop makes the ideal business partner for any european company seeking assistance in addresseing the brazilian market contact us	0.0	7
the purpose of the company is to operate commercial engineering and installation activities and related activities	1.0	4
condition monitoring solutions br el kj r vibro offer complete condition monitoring and machine protection solutions get in touch today	0.0	7
shop for sensing monitoring and control solutions for temperature pressure load strain flow level ph and more with expert support	0.0	6
non intrusive high precision and reliable topside and subsea wall thickness monitoring	0.0	2
